65036;Kiara L. Graves;51;Yahoo;Customer Service;9381,28
45102;Justin A. Wilkins;51;Microsoft;Legal Department;1503,91
10150;Garth U. Rocha;31;Apple Systems;Tech Support;1762,12
4677;Rana H. Shepherd;54;Chami;Quality Assurance;1137,51
49449;Gray J. Sharpe;64;Chami;Media Relations;5507,55
33758;Ralph T. Short;62;Chami;Media Relations;8622,3
914;Jessamine L. Dean;69;Adobe;Finances;6181,2
21145;Berk U. Suarez;52;Cakewalk;Media Relations;5497,33
37125;Shafira G. Chen;47;Google;Research and Development;5941,38
56571;Harlan Z. Hull;31;Finale;Human Resources;8766,41
18152;Aileen W. Gonzalez;69;Cakewalk;Accounting;9503,37
51056;Hammett U. Reyes;69;Cakewalk;Legal Department;6494,48
29401;Brianna O. Weeks;32;Microsoft;Human Resources;4384,36
29312;Lillian Q. Hendrix;55;Chami;Payroll;9888,16
78220;James P. Bryan;66;Macromedia;Customer Relations;6914,78
55230;Aladdin K. Savage;61;Altavista;Finances;1662,19
28458;Hasad H. Weeks;38;Sibelius;Legal Department;1297,35
16031;Baxter X. Manning;37;Google;Sales and Marketing;3873,2
2336;Hu V. Hopper;45;Altavista;Finances;7867,7
90327;Brent W. Crosby;49;Altavista;Sales and Marketing;6776,11
6155;Hakeem E. Nelson;41;Apple Systems;Legal Department;2549,78
26780;Knox A. Collins;70;Sibelius;Media Relations;2811,59
78109;Lydia W. Nelson;57;Google;Accounting;4045,87
17397;Rajah J. Parker;46;Adobe;Legal Department;9616,27
4867;Peter Z. Monroe;24;Apple Systems;Advertising;3547,11
35503;Sophia Q. Mcdowell;24;Chami;Asset Management;3011,31
29763;Rhonda R. Little;39;Sibelius;Human Resources;3653,58
48442;Xyla E. Kemp;66;Chami;Customer Service;9457,87
1600;Cadman P. Flynn;65;Altavista;Customer Relations;5917,67
17870;Aretha L. Fowler;33;Chami;Research and Development;6209,66
75417;Clarke G. Hernandez;64;Chami;Quality Assurance;1980,05
95275;Indigo Z. Stephenson;65;Apple Systems;Human Resources;6835,45
84508;Lance O. Pennington;21;Lycos;Sales and Marketing;6804,33
12958;Jessica A. Juarez;24;Google;Payroll;2648,21
73202;Bethany U. Mueller;41;Altavista;Quality Assurance;7802,12
85294;Althea G. Weaver;67;Yahoo;Legal Department;5950,69
68292;April C. Burns;26;Lavasoft;Public Relations;9952,58
27913;Paki W. Fisher;26;Macromedia;Quality Assurance;1636,74
1578;Herrod O. Kim;39;Finale;Finances;5953,98
46071;Travis A. Pope;59;Macromedia;Research and Development;5303,53
48151;Shaeleigh D. Todd;42;Altavista;Finances;8531,36
84185;Gretchen E. Ross;69;Borland;Customer Relations;9142,88
12247;Cara R. Abbott;43;Adobe;Accounting;1571,15
8305;Quyn X. Vargas;35;Microsoft;Customer Service;4543,48
30488;Mira G. Weaver;42;Cakewalk;Accounting;2836,94
42181;Mona E. Lawson;65;Finale;Accounting;8601,23
71436;Xandra R. Hopper;36;Borland;Human Resources;8326,13
66345;Quentin D. Albert;36;Yahoo;Public Relations;3726,46
57625;Zena G. Joyner;35;Lycos;Human Resources;4496,08
70743;Cara T. Camacho;52;Sibelius;Customer Relations;5819,79
27093;Melissa M. Leon;49;Chami;Legal Department;8664,51
46475;Kennan A. Holloway;69;Lycos;Customer Relations;6004,13
74762;Merritt T. Richard;43;Chami;Research and Development;6512,12
50714;Blake I. Hancock;52;Apple Systems;Public Relations;2258,6
97369;Avram C. Odom;64;Finale;Customer Relations;4037,23
6993;Uma B. York;37;Borland;Finances;4722,21
41636;Sade R. Cash;45;Chami;Customer Relations;8097,21
56947;Melanie E. English;47;Sibelius;Public Relations;7615,01
45735;Blake R. Valentine;31;Adobe;Customer Relations;6850,56
25803;Rebekah L. Brady;52;Google;Advertising;4727,91
70772;Audrey Z. Williams;43;Microsoft;Public Relations;1876,15
97778;Kieran N. Ortega;19;Macromedia;Public Relations;4697,37
65871;Amir C. Kelly;28;Finale;Finances;8424,13
82276;Amela T. Phillips;64;Google;Payroll;5227,56
42557;Jonah X. Cain;68;Adobe;Finances;7419,39
13709;Desirae H. Travis;49;Sibelius;Asset Management;5597,32
43135;Kelly I. Munoz;26;Altavista;Finances;1016,75
38257;Leandra K. Phelps;21;Lycos;Tech Support;4668,15
51594;Erin A. Perkins;61;Sibelius;Quality Assurance;5173,07
40342;Eliana F. Dorsey;21;Cakewalk;Customer Relations;5570,04
1522;Jesse U. Grimes;46;Apple Systems;Customer Relations;1856,64
18328;Halla N. Barry;44;Chami;Quality Assurance;6868,52
52894;Amy X. Mcneil;23;Altavista;Legal Department;9116,09
2603;Daphne K. Benjamin;50;Altavista;Customer Relations;4394,82
41479;Lydia D. Best;57;Macromedia;Human Resources;7180,34
55201;Vielka D. Paul;36;Microsoft;Customer Relations;2397,04
33401;Donovan A. Ware;32;Apple Systems;Customer Relations;4908,07
13247;Chloe C. Osborne;67;Cakewalk;Human Resources;8900,94
26530;Graiden X. Madden;20;Apple Systems;Asset Management;5636,73
43330;Chandler P. Richard;27;Chami;Customer Service;6567,27
34192;Lawrence Z. Kirby;18;Chami;Asset Management;7610,31
79155;Nasim K. Gates;37;Chami;Public Relations;8970,3
78090;Melissa W. Duffy;44;Lycos;Media Relations;1887,77
43892;Amos L. Ellis;63;Microsoft;Research and Development;4739,68
50183;Laurel A. Owens;67;Sibelius;Research and Development;5418,71
42987;Christopher G. Burnett;43;Lycos;Research and Development;2403,89
25811;Dustin J. Larsen;67;Macromedia;Public Relations;8773,33
50697;Simon U. Heath;43;Google;Media Relations;8932,49
90118;Madonna O. Booth;54;Microsoft;Finances;5679,28
91668;Lael E. Dixon;29;Borland;Legal Department;2487,87
39302;Brianna R. Holloway;24;Macromedia;Finances;4375,3
42423;Channing D. Finley;60;Apple Systems;Payroll;1064,09
1055;Xandra W. Alford;43;Google;Human Resources;9816,6
77910;Price W. Cantrell;45;Macromedia;Payroll;1189,92
39114;Troy K. Griffith;22;Lavasoft;Quality Assurance;6763,06
558;Jarrod L. Allison;69;Altavista;Customer Relations;3102,05
44265;Elvis S. Davis;19;Macromedia;Accounting;5556,71
64753;Oliver O. Cortez;21;Lycos;Legal Department;5009,57
97973;Hedley G. Blake;19;Macromedia;Media Relations;5332,93
65559;Allistair B. Glass;53;Lycos;Asset Management;2444,44
94756;Lana I. Stark;27;Microsoft;Customer Relations;5560,28
86175;Keane D. Pena;27;Macromedia;Human Resources;9608,05
72938;Hannah C. Tyson;47;Macromedia;Legal Department;3839,16
92583;Shaeleigh E. Durham;62;Adobe;Legal Department;9097,09
50292;Keith G. Wilkinson;55;Lavasoft;Media Relations;6671
6065;Stone G. Harrison;27;Cakewalk;Research and Development;8916,91
92582;Zena Y. Page;58;Lycos;Research and Development;9474,9
7964;Addison N. Munoz;48;Google;Human Resources;9905,06
82814;Bevis V. Franco;41;Microsoft;Quality Assurance;5756,09
23495;Montana O. Heath;32;Macromedia;Finances;6272,19
15211;Sylvia X. Cline;63;Apple Systems;Legal Department;4748,41
66297;Lisandra K. Blevins;26;Adobe;Sales and Marketing;2427,83
77223;Joshua G. Mcknight;22;Macromedia;Media Relations;8649,45
15831;Cora G. Gutierrez;29;Yahoo;Accounting;3808,34
80884;Nolan R. Simon;24;Yahoo;Public Relations;7909,88
17564;Laura X. Hoffman;20;Chami;Finances;6976,4
41884;Emery Y. Franklin;44;Borland;Public Relations;4862,33
75036;McKenzie S. Dodson;45;Microsoft;Tech Support;9344,93
92675;Lacy Z. Serrano;46;Finale;Legal Department;5102,26
22396;Kessie I. Obrien;32;Lycos;Research and Development;3338,74
13783;Abdul F. West;40;Google;Human Resources;1478,51
11686;Gabriel P. Peck;70;Adobe;Asset Management;1998,77
4935;Emery L. Moody;49;Microsoft;Tech Support;4867,97
7761;Hall C. Knight;56;Altavista;Tech Support;1461,07
66552;Sean N. Sargent;67;Google;Legal Department;3264,13
21278;Darryl B. Farley;69;Finale;Research and Development;3247,77
98999;Sonya W. Kim;56;Lavasoft;Media Relations;8451,72
34455;Autumn W. Chen;34;Lavasoft;Customer Service;3704,53
75503;Bertha E. Perry;23;Cakewalk;Public Relations;4207,29
21040;Jasmine W. Combs;42;Altavista;Customer Service;6791,52
33673;Walter B. Barlow;58;Lavasoft;Advertising;3314,2
440;Damian L. Aguilar;32;Lycos;Finances;5858,15
45473;Avye G. Randolph;25;Lavasoft;Customer Service;1666,95
97830;Taylor D. Malone;40;Cakewalk;Sales and Marketing;6735,65
40396;Jaime V. Reed;33;Cakewalk;Accounting;6349,65
42107;Abra N. Gibbs;25;Chami;Human Resources;1226,19
58389;Hop X. Cooley;24;Cakewalk;Customer Relations;4084,15
8734;Petra K. Richardson;67;Altavista;Payroll;8152,37
38791;Olivia S. Peck;32;Cakewalk;Accounting;5014,76
47260;Mia B. Griffith;19;Cakewalk;Customer Relations;2742,42
46771;Colorado C. Howell;20;Microsoft;Legal Department;9928,09
33843;Skyler X. Mueller;27;Yahoo;Public Relations;1817,37
65651;Freya X. Gray;51;Altavista;Accounting;2860,47
24014;Quyn N. Mcmillan;52;Altavista;Customer Relations;6805,91
26003;Nathan F. Summers;28;Google;Public Relations;1737,25
7545;Virginia Q. Holland;45;Yahoo;Accounting;6928,7
11250;Zelda P. Lawrence;40;Lavasoft;Tech Support;7520,64
587;Fletcher T. Hull;50;Finale;Tech Support;3572,27
65360;Preston D. Wilkins;33;Microsoft;Customer Service;3783,9
44488;Kennan S. Byers;47;Macromedia;Sales and Marketing;2151,08
79702;James Y. Morrison;33;Sibelius;Customer Service;5128,77
73705;Iona D. Bradford;54;Adobe;Research and Development;1161,02
72185;Maisie O. Pierce;38;Altavista;Research and Development;6888,44
40218;Silas B. Cooley;54;Altavista;Public Relations;6760,06
36177;Baker G. Gates;68;Yahoo;Media Relations;3899,64
38557;Maile I. Barnett;35;Macromedia;Asset Management;6239,25
31684;Sharon L. Sullivan;67;Macromedia;Research and Development;8597,09
64588;Amity C. Salinas;70;Lavasoft;Customer Relations;9613,75
3444;Emmanuel D. Powell;51;Apple Systems;Customer Service;2298,88
44112;Clarke G. Dickson;24;Microsoft;Payroll;8779,69
98853;Christine N. Rodriquez;32;Microsoft;Legal Department;6851,74
8454;Demetria R. Wiley;50;Yahoo;Accounting;3595,88
99509;Aurelia C. Vaughn;20;Macromedia;Advertising;4410,31
36414;Phoebe M. Stout;58;Finale;Quality Assurance;7606,78
20782;Karly M. Armstrong;36;Finale;Public Relations;2015,39
33710;Tobias V. Pace;66;Finale;Public Relations;4099,78
12448;Jorden O. Santos;56;Altavista;Public Relations;6312,93
75025;Wilma U. Lancaster;57;Cakewalk;Asset Management;5955,85
10394;Mari B. Wiggins;37;Sibelius;Finances;3539
21691;Francis O. Avery;30;Sibelius;Quality Assurance;6236,99
40099;Cole D. Roach;47;Lycos;Advertising;7931,64
68300;Brynn N. Patton;37;Microsoft;Asset Management;3919,45
67601;Abigail P. Dyer;61;Apple Systems;Media Relations;4775,19
81820;Solomon K. Rosales;61;Yahoo;Asset Management;3409,91
88010;Hanae R. Henson;23;Adobe;Sales and Marketing;2954,52
76382;Patrick U. Graham;20;Adobe;Finances;1071,77
84641;Justine C. Dodson;27;Borland;Quality Assurance;7169,71
60926;Ann E. Bray;58;Apple Systems;Sales and Marketing;5069,03
21091;Patricia F. Bolton;31;Sibelius;Public Relations;9272,97
38060;Channing B. Huber;34;Yahoo;Research and Development;4481,86
3048;Seth L. Singleton;26;Macromedia;Tech Support;3014,29
26664;Sheila M. Hardin;25;Sibelius;Media Relations;8796,05
47658;Julie A. Oliver;45;Macromedia;Accounting;4164,49
7764;Todd E. Vega;47;Microsoft;Tech Support;1137,76
80094;Maia N. Leblanc;42;Altavista;Human Resources;3652,74
34341;Odette R. Gibson;26;Microsoft;Customer Relations;3759,59
76380;Leah P. Howell;30;Lavasoft;Quality Assurance;5027,92
37199;Beau J. Conner;54;Microsoft;Public Relations;8516,49
69568;Fredericka I. Gonzales;45;Sibelius;Tech Support;9588,11
85595;Nolan W. Joyce;43;Macromedia;Tech Support;3608,96
95739;Lani U. Owens;54;Macromedia;Media Relations;9807,35
58734;Wesley S. Stanton;25;Sibelius;Finances;2613,39
76301;Gage L. Monroe;21;Sibelius;Public Relations;3957,56
85748;Hope O. Beard;20;Adobe;Advertising;4115,48
43470;Aphrodite P. Merrill;56;Finale;Customer Service;4116,15
4585;Laurel U. Leonard;42;Altavista;Quality Assurance;7153,22
36927;Mia C. Molina;23;Macromedia;Sales and Marketing;3089,09
71051;Wynter S. Wolf;48;Apple Systems;Public Relations;2482,48
57165;Winter H. Garrison;23;Yahoo;Finances;6309,72
37070;Quinn G. Bean;67;Cakewalk;Research and Development;2654,24
35562;Melissa R. Hancock;44;Altavista;Tech Support;1668,46
38977;Aiko W. Hart;58;Microsoft;Customer Relations;4781,2
29073;Raphael H. Taylor;48;Adobe;Asset Management;9881,26
30841;Deanna Z. Lara;69;Adobe;Research and Development;5623,84
45832;Macon E. Rowe;62;Apple Systems;Accounting;3648,85
4526;Dorian A. Wolf;55;Apple Systems;Asset Management;6554,27
71958;Susan U. Raymond;34;Lavasoft;Accounting;3753,22
31400;Darius Y. Mosley;68;Adobe;Asset Management;4738,5
63323;Rhoda D. Kelly;52;Apple Systems;Customer Service;8230,72
29615;Cally I. Houston;66;Lavasoft;Public Relations;8757,29
39276;Omar M. Cervantes;66;Adobe;Media Relations;6554,08
17950;Xavier L. Gill;68;Lavasoft;Media Relations;9911,36
86041;Neil E. Myers;61;Lycos;Payroll;6488,54
73884;Brody P. Beach;70;Lycos;Media Relations;5589,23
82823;Clinton W. Hebert;52;Lycos;Human Resources;4075,86
32239;Dante U. Hayden;39;Finale;Payroll;9215,42
87646;Cassandra Y. Delgado;18;Macromedia;Quality Assurance;9152,45
32133;Pamela S. Rojas;19;Macromedia;Sales and Marketing;2395,23
67330;Brynn B. Brennan;53;Borland;Advertising;1233,45
5321;Anika M. Hart;70;Altavista;Media Relations;2922,58
25434;Avram C. Schmidt;46;Cakewalk;Customer Relations;3148,19
63331;Bryar X. Odom;56;Microsoft;Tech Support;2532,84
71712;Isabelle G. Hoover;27;Cakewalk;Media Relations;3339,29
95905;Upton E. Boone;60;Finale;Quality Assurance;4461,83
6976;Mari K. Roman;66;Apple Systems;Media Relations;3849,84
95157;India N. Mcfadden;19;Lycos;Asset Management;5668,68
30314;Mannix D. Johns;32;Chami;Quality Assurance;8537,25
82742;Phyllis G. Pate;25;Google;Media Relations;1215,35
29261;Omar G. Carr;18;Cakewalk;Public Relations;7992
56778;Susan I. Gallagher;56;Adobe;Tech Support;4950,12
19104;Melinda C. Shepherd;46;Chami;Quality Assurance;5293,67
85934;Hashim S. Bernard;42;Adobe;Media Relations;7731,99
50947;Kylynn H. Patel;54;Google;Customer Relations;2555,39
34540;Garrison L. Roberson;18;Apple Systems;Sales and Marketing;3669,96
58068;Dillon P. Guerra;66;Adobe;Human Resources;6901,29
39505;Jillian W. Dean;41;Altavista;Sales and Marketing;8902,31
69396;Yvette J. Hooper;18;Macromedia;Research and Development;2505,08
16643;Garrison B. Osborn;69;Cakewalk;Accounting;4281,06
25652;Isadora J. Clemons;20;Finale;Tech Support;7958
89023;Cedric U. Rosales;46;Cakewalk;Finances;8952,93
60385;Yeo P. Preston;37;Apple Systems;Customer Relations;5204,17
6541;Nell Z. Parsons;60;Yahoo;Customer Service;2241,88
97015;Kenneth S. Leach;43;Cakewalk;Media Relations;4102,3
22151;Raymond Z. Jenkins;67;Chami;Media Relations;2598,97
63224;Laurel Q. Morgan;38;Google;Public Relations;2588,63
65198;Benjamin W. James;21;Lycos;Media Relations;3796,3
87615;Hashim O. Pennington;24;Apple Systems;Customer Relations;7855,37
79475;Christopher X. Michael;52;Macromedia;Accounting;3296,23
77161;Hannah I. Saunders;31;Chami;Finances;9546,85
77800;Alexander Q. Lindsay;64;Google;Asset Management;6301,18
33595;Taylor A. Blanchard;56;Microsoft;Media Relations;5458,32
29790;Marny V. Crawford;36;Microsoft;Tech Support;7503,25
17387;Cathleen W. Diaz;43;Cakewalk;Legal Department;5469,95
73871;Vernon A. Patrick;64;Borland;Quality Assurance;3960,12
70315;Ramona P. Suarez;42;Yahoo;Tech Support;6723,42
34551;Hermione G. Robles;26;Cakewalk;Tech Support;1573,5
15414;Laura Q. Odonnell;49;Altavista;Public Relations;5319,48
90110;Lawrence C. Parrish;30;Google;Customer Relations;6907,18
51825;Demetria X. Forbes;46;Microsoft;Payroll;5725,71
83510;Eagan M. Perkins;60;Lycos;Asset Management;1133,3
95915;Amela Y. Davenport;55;Chami;Research and Development;4397,8
18360;Beverly G. Merrill;20;Lavasoft;Research and Development;1875,91
69267;Evan R. Craig;23;Yahoo;Advertising;6344,93
35712;Hiroko N. Kerr;45;Google;Accounting;2464,11
82148;Jennifer Q. Castro;27;Macromedia;Research and Development;5536,47
66109;Arthur Q. Mack;29;Yahoo;Quality Assurance;9859,95
6303;Leo L. Boyle;54;Borland;Customer Relations;2246,35
58437;Alexis K. Oneal;46;Adobe;Human Resources;8661,46
9226;Raja K. York;23;Yahoo;Asset Management;8326,27
30370;Derek T. Duke;58;Microsoft;Customer Service;1029,13
78116;Mara I. Franklin;23;Borland;Customer Relations;6844,17
32053;Kyla T. Gordon;31;Microsoft;Research and Development;1297,93
13981;Tatum V. Dodson;32;Adobe;Legal Department;8307,8
45366;Dacey I. Pope;63;Lavasoft;Customer Service;5043,16
95601;Amethyst N. Booth;50;Altavista;Media Relations;7215,6
88006;Germaine Q. Hammond;58;Lavasoft;Quality Assurance;5073,9
83467;Kasper G. Roberson;53;Altavista;Human Resources;8569,57
87497;Cecilia B. Cameron;22;Sibelius;Quality Assurance;7958,65
59606;Alfonso M. Morrison;25;Borland;Research and Development;5831,73
96457;Ainsley I. Merritt;20;Cakewalk;Payroll;3395,15
15553;Ariel W. Mcgowan;48;Chami;Tech Support;8465,74
59015;Christen T. Acosta;30;Chami;Sales and Marketing;2853,19
29305;Yeo J. Miller;66;Yahoo;Research and Development;6296,09
96280;Patrick S. Clements;44;Altavista;Media Relations;2995,77
18242;Merrill K. Mckinney;34;Finale;Quality Assurance;7198,19
19962;Fritz U. Glover;34;Finale;Public Relations;4691,23
76736;Rinah Y. Edwards;41;Chami;Advertising;2801,48
80511;Jarrod T. Finley;39;Altavista;Tech Support;4694,95
37039;Jena C. Graves;18;Chami;Payroll;6936,21
90001;Naida N. Haney;68;Yahoo;Research and Development;8828,89
14091;Tanek W. Conley;55;Apple Systems;Finances;5230,15
62268;Catherine O. Townsend;52;Borland;Human Resources;5648,79
49204;Willow K. Chandler;55;Apple Systems;Human Resources;1206,58
19432;Addison V. Wood;39;Chami;Advertising;1949,38
70048;Steven S. Jarvis;31;Google;Payroll;7189,25
7584;Savannah F. Whitney;61;Adobe;Sales and Marketing;9811,92
29449;Iola L. Kelly;20;Finale;Customer Service;1939,44
6509;Reuben B. Rollins;38;Yahoo;Research and Development;3586,81
42978;Kenyon O. Hudson;28;Adobe;Research and Development;7531,41
15408;Thaddeus M. Fry;62;Macromedia;Tech Support;6216,38
6719;Unity V. Noel;69;Finale;Research and Development;3460,22
92836;Octavius G. Valencia;55;Borland;Media Relations;8739,99
87633;Harding E. Preston;36;Finale;Sales and Marketing;9328,3
75333;Minerva X. Casey;22;Google;Tech Support;7570,55
11889;Uriah M. Mayer;39;Apple Systems;Quality Assurance;8937,82
42048;Farrah K. Hess;44;Microsoft;Quality Assurance;2883,81
17024;Jackson K. Sharpe;47;Sibelius;Human Resources;2237,01
11842;Jameson I. Key;62;Apple Systems;Advertising;5390,25
58950;Mariko Q. Barron;30;Cakewalk;Human Resources;2012,64
30084;Claire W. Petersen;25;Yahoo;Accounting;9820,9
92158;Chloe L. Wise;21;Chami;Public Relations;7411,66
97314;Colt S. Chandler;27;Lycos;Legal Department;5127,44
56759;Wynne M. Benjamin;23;Adobe;Public Relations;8223,29
40971;Georgia X. Silva;31;Macromedia;Legal Department;6966,14
61257;Alfonso B. Lopez;51;Cakewalk;Public Relations;4295,42
66065;Arthur O. Shaffer;52;Cakewalk;Asset Management;2080,6
74651;Hadley T. Hutchinson;34;Sibelius;Research and Development;5373,94
80368;Gregory E. Goodwin;22;Apple Systems;Accounting;9549,98
54284;Macaulay R. Casey;59;Cakewalk;Media Relations;5821,01
81929;Isabelle B. Good;24;Google;Tech Support;4894,88
51341;Ezra A. Melendez;64;Macromedia;Customer Service;7113,24
59028;Kylan X. Robertson;47;Lavasoft;Quality Assurance;1829,88
33018;Amelia Q. Hernandez;43;Lycos;Customer Service;4472,78
34006;Bo M. Hartman;45;Google;Media Relations;9286,53
10545;Anne C. Fitzpatrick;68;Microsoft;Legal Department;3325,48
44782;Stewart K. Ward;56;Microsoft;Research and Development;2256,28
